generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1764936410-wJHiBZ2d4H5Gd8BssYmE,2025-12-05 12:06:50.312,0.000048,,,,0,440,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,625,368,CyberKitty Transkribator,azazaz
gen-1764936409-UcwWupPms73l6JwI5DIR,2025-12-05 12:06:49.049,0.000048,,,,0,441,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,475,475,CyberKitty Transkribator,azazaz
gen-1764936405-uo9RYcFfxkxhDhkfik1V,2025-12-05 12:06:45.930,0.000442,,,,0,2377,513,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2804,633,Transkribator,azazaz
gen-1764936404-FRRCmAL0bDsAd66EKc8V,2025-12-05 12:06:44.563,0.000243,,,,0,2168,67,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,972,500,Transkribator,azazaz
gen-1764936403-4fFrCU9JH1CC41jC0JvU,2025-12-05 12:06:43.250,0.000266,,,,0,2372,74,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,986,400,Transkribator,azazaz
gen-1764936400-DH3aKIJ3UojauMPQzEtd,2025-12-05 12:06:40.647,0.000361,,,,0,2373,311,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2268,402,Transkribator,azazaz
gen-1764936399-HLDWhV6tRMO5M34Kak8h,2025-12-05 12:06:39.554,0.000316,,,,0,2353,204,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,882,384,Transkribator,azazaz
gen-1764936397-3BHgxMDahAu2VmkHtLGD,2025-12-05 12:06:37.758,0.000281,,,,0,1940,218,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1461,289,Transkribator,azazaz
gen-1764936395-fuElywoHFapMLBmvbv97,2025-12-05 12:06:35.859,0.000325,,,,0,2518,184,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1564,491,Transkribator,azazaz
gen-1764936394-qf6cjWG2AU72jdP0eVJH,2025-12-05 12:06:34.689,0.000281,,,,0,2518,73,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,936,370,Transkribator,azazaz
gen-1764936393-9fVChZ4aXnH1QDt5p1K4,2025-12-05 12:06:33.187,0.0003,,,,0,2498,126,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1195,410,Transkribator,azazaz
gen-1764936392-CZDRiBJPCHy6ZHnIuWun,2025-12-05 12:06:32.117,0.000096,,,,0,680,71,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,857,285,Transkribator,azazaz
gen-1764936390-vapk92zhiEWpWkBNfYhR,2025-12-05 12:06:30.933,0.000253,,,,0,2243,74,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,913,300,Transkribator,azazaz
gen-1764936389-3hDu0j7PjBcn9tXJGlGC,2025-12-05 12:06:29.663,0.000255,,,,0,2245,78,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,936,779,Transkribator,azazaz
gen-1764936388-o6aIfTiQxcV2nDVIJXpn,2025-12-05 12:06:28.878,0.000254,,,,0,2245,76,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,475,291,Transkribator,azazaz
gen-1764936387-LBuwJPY523YB7N0WQvQc,2025-12-05 12:06:27.739,0.00025,,,,0,2214,72,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,694,502,Transkribator,azazaz
gen-1764936385-7ZcA0FaJ9sh7xUrt9IYC,2025-12-05 12:06:25.733,0.000246,,,,0,1618,212,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1559,443,Transkribator,azazaz
gen-1764936384-WkwWzExOtXMhf1mgbMh3,2025-12-05 12:06:24.533,0.000262,,,,0,2321,77,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,834,264,Transkribator,azazaz
gen-1764936383-KqpqkkYuWUHs3cJksTXe,2025-12-05 12:06:23.389,0.000269,,,,0,2355,85,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,835,362,Transkribator,azazaz
gen-1764936382-9qLALs0IIFSGNLNiKCQi,2025-12-05 12:06:22.319,0.000271,,,,0,2356,90,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,862,346,Transkribator,azazaz
gen-1764936381-YJAJ7GcOfGGSCLzewz8f,2025-12-05 12:06:20.994,0.000267,,,,0,2298,94,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,994,370,Transkribator,azazaz
gen-1764936380-INqA9Ptdz1U1X1DXIKAV,2025-12-05 12:06:20.156,0.000069,,,,0,478,53,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,614,248,Transkribator,azazaz
gen-1764936378-Z5kw2OxQD2A3EbTfQlnw,2025-12-05 12:06:18.977,0.000225,,,,0,1879,95,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,916,291,Transkribator,azazaz
gen-1764936377-3jHGnP6nnuyCX4niFnZb,2025-12-05 12:06:17.520,0.000219,,,,0,1907,72,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,890,349,Transkribator,azazaz
gen-1764936376-C2E8NleFGHTSMHMC9Bxg,2025-12-05 12:06:16.396,0.000222,,,,0,1903,81,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,712,253,Transkribator,azazaz
gen-1764936375-y3j6BEbDOVr8MoiRfdph,2025-12-05 12:06:15.383,0.000199,,,,0,1735,65,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,801,408,Transkribator,azazaz
gen-1764936374-NfgDCaoQwSjEWMDQvvSa,2025-12-05 12:06:14.239,0.000206,,,,0,1816,63,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,760,305,Transkribator,azazaz
gen-1764936372-zwuA70FgzAl0AnCHr7PM,2025-12-05 12:06:12.539,0.004142,,,,0,41397,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,965,965,Transkribator,azazaz
gen-1764936321-NiAlNUrv7ceUhfelxUkY,2025-12-05 12:05:21.779,0.01729,,,,0,41567,32835,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,MAX_TOKENS,length,49862,891,Transkribator,azazaz
gen-1764936297-Jxpl53xgTj2JtIsgpDNK,2025-12-05 12:04:57.254,0.005455,,,,0,22553,8000,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,21524,3113,Transkribator,azazaz
gen-1764936297-QGCIxbT4pcIctWVwUe7a,2025-12-05 12:04:57.240,0.005682,,,,0,24561,8065,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,MAX_TOKENS,length,15329,4006,Transkribator,azazaz
gen-1764936296-luz9CypYEijs3u8IiYid,2025-12-05 12:04:56.778,0.005455,,,,0,22553,8000,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,24375,4615,Transkribator,azazaz
gen-1764936272-ToDGH4cVDL13Y4nJlv7X,2025-12-05 12:04:32.783,0.00612,,,,0,28860,8087,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,MAX_TOKENS,length,17046,5578,Transkribator,azazaz
gen-1764936272-GKU9YRuZkn8usogyKFSx,2025-12-05 12:04:32.481,0.002769,,,,0,22553,1286,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,8810,3066,Transkribator,azazaz
gen-1764936272-mKS32vzDptz7JqrGHjcb,2025-12-05 12:04:32.416,0.005455,,,,0,22553,8000,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,23654,3685,Transkribator,azazaz
gen-1764932003-0pgsXvrSwAtSVB1HQT9l,2025-12-05 10:53:23.583,0.000055,,,,0,506,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,503,337,CyberKitty Transkribator,azazaz
gen-1764932002-6j5nDTlp8c7p5OnBAhRC,2025-12-05 10:53:22.910,0.000057,,,,0,507,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,351,351,CyberKitty Transkribator,azazaz
gen-1764932001-Hfc1c7VYcnx9IZ8oBsBY,2025-12-05 10:53:21.582,0.000045,,,,0,407,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,363,216,CyberKitty Transkribator,azazaz
gen-1764932001-G1pqJrtPIZvnl5L8HEFg,2025-12-05 10:53:21.190,0.00021,,,,0,742,340,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1443,497,Transkribator,azazaz
gen-1764932001-aWVTRIU84gzicnzBF6MV,2025-12-05 10:53:20.989,0.000041,,,,0,385,8,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,699,450,CyberKitty Transkribator,azazaz
gen-1764932000-FrwQ0X3kzHX7reLBeKKp,2025-12-05 10:53:20.808,0.000044,,,,0,408,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,361,361,CyberKitty Transkribator,azazaz
gen-1764932000-1F2fGilbZDx9PhutMGyH,2025-12-05 10:53:20.319,0.000055,,,,0,506,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,587,356,CyberKitty Transkribator,azazaz
gen-1764932000-IZz58ri9Bb8HNG6cdQSO,2025-12-05 10:53:20.107,0.000067,,,,0,649,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,442,442,Transkribator,azazaz
gen-1764931999-nLwWFzLjEpnqtxjRPHXW,2025-12-05 10:53:19.860,0.000041,,,,0,385,8,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,722,490,CyberKitty Transkribator,azazaz
gen-1764931999-1mOWi3gZj01SEaYoqYsk,2025-12-05 10:53:19.270,0.0001,,,,0,369,160,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1199,327,Transkribator,azazaz
gen-1764931999-7tfEejsMcdu6h7crt2zT,2025-12-05 10:53:19.205,0.000055,,,,0,506,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,667,453,CyberKitty Transkribator,azazaz
gen-1764931998-w7fwKCNpfnDdTBktjytF,2025-12-05 10:53:18.190,0.000032,,,,0,298,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,666,455,Transkribator,azazaz
gen-1764931998-8bvHpALDlCHMqsYcw3qV,2025-12-05 10:53:18.131,0.000123,,,,0,347,221,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1437,413,Transkribator,azazaz
gen-1764931997-G3jQna2hCgBWVDl1XooX,2025-12-05 10:53:17.551,0.000304,,,,0,808,558,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2046,262,Transkribator,azazaz
gen-1764931997-2T9zM01pZUlBekkPF4hA,2025-12-05 10:53:17.373,0.000144,,,,0,480,242,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1616,481,Transkribator,azazaz
gen-1764931997-BmEfDZImxJrrntw88bpI,2025-12-05 10:53:17.105,0.000119,,,,0,457,184,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,681,455,Transkribator,azazaz
gen-1764931996-4r2CaTUasXASVF25ju1Z,2025-12-05 10:53:16.638,0.000031,,,,0,282,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,586,586,Transkribator,azazaz
gen-1764931996-PMdGRP0eCS97fJtm9qhY,2025-12-05 10:53:16.168,0.000042,,,,0,400,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,690,460,Transkribator,azazaz
gen-1764931995-bIpPb4iia7j6om4SsKY2,2025-12-05 10:53:15.218,0.000107,,,,0,409,166,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,970,236,Transkribator,azazaz
gen-1764931994-zlIH9BVwEeWQwQsSkIfI,2025-12-05 10:53:14.265,0.000174,,,,0,551,298,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1502,343,Transkribator,azazaz
gen-1764931992-81RfRXyLvS1bcB6J7Ew2,2025-12-05 10:53:12.931,0.000257,,,,0,1853,181,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2252,1806,Transkribator,azazaz
gen-1764931992-58vIkisRSEfDIrDb1eYA,2025-12-05 10:53:12.554,0.000271,,,,0,2158,139,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,2330,1985,Transkribator,azazaz
gen-1764931991-ojxx1qGaiBwsWngytzvB,2025-12-05 10:53:11.349,0.000568,,,,0,3553,534,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3945,2008,Transkribator,azazaz
gen-1764931990-laNtYgJdL4cdKnIpGO12,2025-12-05 10:53:10.152,0.000326,,,,0,2153,277,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3684,2972,Transkribator,azazaz
gen-1764931681-7AW5pE1cLnNC7bCfwN1V,2025-12-05 10:48:01.617,0.000055,,,,0,495,15,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,523,331,CyberKitty Transkribator,azazaz
gen-1764931680-bnR9XTVbGWf6Z1x8xWvh,2025-12-05 10:48:00.851,0.000055,,,,0,496,15,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,414,414,CyberKitty Transkribator,azazaz
gen-1764931678-R9rDC9lkPt2RSNYduGuG,2025-12-05 10:47:58.569,0.000259,,,,0,1241,338,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1990,296,Transkribator,azazaz
gen-1764931677-hXnSNghlMXKpUHWkNbwC,2025-12-05 10:47:57.086,0.000117,,,,0,1144,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,627,390,Transkribator,azazaz
gen-1764931676-okvuTz44jckQbwe3lw9K,2025-12-05 10:47:56.429,0.000055,,,,0,498,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,788,586,CyberKitty Transkribator,azazaz
gen-1764931675-diEaso05pIrowaju3MB7,2025-12-05 10:47:55.943,0.000054,,,,0,500,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,482,482,CyberKitty Transkribator,azazaz
gen-1764931675-1DeW4VvQqQjnXZcBzbOk,2025-12-05 10:47:55.416,0.000056,,,,0,499,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,539,539,CyberKitty Transkribator,azazaz
gen-1764931675-iGpqyBI3B6LMfu7FbalU,2025-12-05 10:47:55.007,0.000054,,,,0,500,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,561,561,CyberKitty Transkribator,azazaz
gen-1764931674-jHNczNExNxLlAw3iUTF0,2025-12-05 10:47:54.542,0.000057,,,,0,523,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,640,416,CyberKitty Transkribator,azazaz
gen-1764931673-BNgcWSyElAR9ipVwcrZs,2025-12-05 10:47:53.764,0.000058,,,,0,524,14,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,470,470,CyberKitty Transkribator,azazaz
gen-1764931673-lIshBBxWrU36b1AwCSkQ,2025-12-05 10:47:53.355,0.000214,,,,0,784,339,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1781,321,Transkribator,azazaz
gen-1764931673-PPNAK1nrkNhWlcXRKZAr,2025-12-05 10:47:53.114,0.000553,,,,0,1295,1059,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3567,365,Transkribator,azazaz
gen-1764931672-g91K4EnGfrGgviHWgH3l,2025-12-05 10:47:52.939,0.000199,,,,0,873,280,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1664,362,Transkribator,azazaz
gen-1764931672-w8ZEeSGPjYVTJ5CUPr78,2025-12-05 10:47:52.238,0.000073,,,,0,707,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,550,550,Transkribator,azazaz
gen-1764931671-u9RguER7bXMjnsto5CqW,2025-12-05 10:47:51.757,0.000082,,,,0,794,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,771,420,Transkribator,azazaz
gen-1764931671-NkFZZXnPeZJ2ruV6q9Ku,2025-12-05 10:47:51.616,0.000172,,,,0,625,274,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1752,437,Transkribator,azazaz
gen-1764931670-VBXKkhBmoQXFiaGHAV7K,2025-12-05 10:47:50.260,0.000057,,,,0,551,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,685,431,Transkribator,azazaz
gen-1764931669-eOITxpT4omxgcbUW9GeH,2025-12-05 10:47:49.389,0.000322,,,,0,861,591,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2038,256,Transkribator,azazaz
gen-1764931668-1fcPnjZSlauehY4l0Kgu,2025-12-05 10:47:48.555,0.000373,,,,0,950,696,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2541,332,Transkribator,azazaz
gen-1764931668-BG5YNiMw553JA5XqrrM9,2025-12-05 10:47:48.091,0.000246,,,,0,713,437,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1702,418,Transkribator,azazaz
gen-1764931664-2IPZJNKfmfX69kkCBvJE,2025-12-05 10:47:44.817,0.0006,,,,0,3653,587,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4365,2394,Transkribator,azazaz
gen-1764931664-QSdWD8Lf8bjmD1bC2TUA,2025-12-05 10:47:44.208,0.001103,,,,0,6953,1021,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6310,2936,Transkribator,azazaz
gen-1764931663-5K4aRItyXG81MaBRPRpe,2025-12-05 10:47:43.515,0.000785,,,,0,5146,678,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,4570,4293,Transkribator,azazaz
gen-1764931662-8twXMDOM3QqH2aJlrgyz,2025-12-05 10:47:41.928,0.0004,,,,0,2253,439,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4440,3068,Transkribator,azazaz
gen-1764928567-ZhIoiDVGY16lP3h1DNvz,2025-12-05 09:56:07.504,0.000041,,,,0,370,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,624,473,CyberKitty Transkribator,azazaz
gen-1764928566-fhqMgvNYZo0U0SvuHDkg,2025-12-05 09:56:06.708,0.000041,,,,0,370,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,480,303,CyberKitty Transkribator,azazaz
gen-1764928565-N2pS4cSYtN81XuqSOY3h,2025-12-05 09:56:05.932,0.000051,,,,0,456,14,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,593,366,CyberKitty Transkribator,azazaz
gen-1764928565-TWTgnQR32BySehZkmEXe,2025-12-05 09:56:05.368,0.000037,,,,0,319,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,498,316,CyberKitty Transkribator,azazaz
gen-1764928565-Yr2sLmgaNAbN5n65yg6Z,2025-12-05 09:56:05.037,0.000051,,,,0,456,14,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,578,356,CyberKitty Transkribator,azazaz
gen-1764928564-hfWOAuG0xFkx13g0cY05,2025-12-05 09:56:04.443,0.000037,,,,0,319,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,510,313,CyberKitty Transkribator,azazaz
gen-1764928564-3DpqDQMQu7WdhpnLhiQi,2025-12-05 09:56:04.267,0.000114,,,,0,332,204,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2158,840,Transkribator,azazaz
gen-1764928563-VeQclIhOS0NWpbF9xEkh,2025-12-05 09:56:03.375,0.000082,,,,0,283,135,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,843,471,Transkribator,azazaz
gen-1764928563-1VhPhazwQAdYzPweUyXK,2025-12-05 09:56:03.271,0.000141,,,,0,418,248,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1475,457,Transkribator,azazaz
gen-1764928563-s04pGEtPTqtIl08LcgOo,2025-12-05 09:56:02.962,0.000029,,,,0,263,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,796,581,Transkribator,azazaz
gen-1764928562-M6fHO3uBMAeigLuKw3H7,2025-12-05 09:56:02.043,0.000024,,,,0,212,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,716,485,Transkribator,azazaz
gen-1764928562-sTwUZbz1PqYDrDD1GEqO,2025-12-05 09:56:02.029,0.000035,,,,0,326,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,644,424,Transkribator,azazaz
gen-1764928561-6sy7ibAZQG2BVYtX4Dsu,2025-12-05 09:56:01.325,0.000101,,,,0,421,149,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,853,255,Transkribator,azazaz
gen-1764928560-hysngOwiROsmAs35QMWD,2025-12-05 09:56:00.614,0.000076,,,,0,370,98,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,904,349,Transkribator,azazaz
gen-1764928560-9jNDQGYz2mthiMANNpF1,2025-12-05 09:56:00.298,0.000143,,,,0,485,237,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1190,307,Transkribator,azazaz
gen-1764928557-05prBsd8HxjUryxjQXFT,2025-12-05 09:55:57.435,0.000214,,,,0,1553,147,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2422,1805,Transkribator,azazaz
gen-1764928557-D7lCj94ZyLA0JEBovdbE,2025-12-05 09:55:57.344,0.000247,,,,0,1628,211,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2715,2144,Transkribator,azazaz
gen-1764928555-EDx8bVUJCz0Ze3rQhxUK,2025-12-05 09:55:55.736,0.000196,,,,0,1578,96,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2685,2537,Transkribator,azazaz
gen-1764926645-Z70cMkno7EEWdeG8F6rn,2025-12-05 09:24:05.546,0.000056,,,,0,498,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,579,387,CyberKitty Transkribator,azazaz
gen-1764926644-u2fP8LKQQ1B9AbJZcYOA,2025-12-05 09:24:04.266,0.000056,,,,0,498,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,719,529,CyberKitty Transkribator,azazaz
gen-1764926641-O33QjlQ3U6WRsX6syIVF,2025-12-05 09:24:01.484,0.000414,,,,0,1842,576,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2473,254,Transkribator,azazaz
gen-1764926638-7cCNUmb9hlzgN2kS3OHd,2025-12-05 09:23:58.915,0.000286,,,,0,1487,345,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2255,329,Transkribator,azazaz
gen-1764926636-BymO7t4vG0e4EhXUEMZy,2025-12-05 09:23:56.389,0.000271,,,,0,1155,390,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2323,348,Transkribator,azazaz
gen-1764926632-R6wyD9ETRcw6IB7wol1x,2025-12-05 09:23:52.585,0.000402,,,,0,2235,447,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3576,666,Transkribator,azazaz
gen-1764926631-PTYr1kdYppEprj2QNaBh,2025-12-05 09:23:51.219,0.00014,,,,0,518,222,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1004,513,Transkribator,azazaz
gen-1764926628-gDROLQLC73UvKlu3CIl4,2025-12-05 09:23:48.120,0.000372,,,,0,2074,413,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2137,390,Transkribator,azazaz
gen-1764926626-iEswUyyN9tvEO6424fDE,2025-12-05 09:23:46.957,0.00061,,,,0,6079,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,645,414,Transkribator,azazaz
gen-1764926613-GRZWtnA4TqEku7m9K6W9,2025-12-05 09:23:33.724,0.003026,,,,0,6235,6007,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,12409,597,Transkribator,azazaz
gen-1764926601-x0LO7tm57f3sO5mVMMpg,2025-12-05 09:23:20.740,0.003724,,,,0,28860,2097,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,10763,4752,Transkribator,azazaz
gen-1764926600-JhFD3vBNBwcU0GezlP8j,2025-12-05 09:23:20.512,0.001722,,,,0,12620,1152,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,5692,2996,Transkribator,azazaz
gen-1764926600-OztCLJ87Aqiep2uY5sIv,2025-12-05 09:23:20.470,0.003346,,,,0,22553,2727,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,12597,4187,Transkribator,azazaz
gen-1764889391-BiDcK36fCe4tlg3VNt7u,2025-12-04 23:03:11.267,0.00006,,,,0,540,17,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,386,386,CyberKitty Transkribator,azazaz
